num_keys,bucket_size,leaf_size,total_bits,build_time,hashing_time,bijection_time,splitting_time,splitting_tree,unary,fixed,bucket_prefixes,burr
1e+06,1250,3,3493708,4444409226,2199140904,170032445,2796374569,2452832,2006465,446367,7108,1033768
1e+06,1500,3,3502227,4649458257,2240542641,170332078,2994563708,2463028,2016926,446102,6007,1033192
1e+06,1500,3,3502183,4683351819,2245607530,169742824,3030964530,2463287,2017182,446105,6091,1032805
1e+06,1750,3,3497194,4965648496,2264042639,168874357,3296159793,2459776,2005826,453950,5184,1032234
1e+06,1750,3,3495357,4908838665,2268111438,168960765,3235634794,2456832,2002880,453952,5256,1033269
1e+06,2000,3,3493743,5183139378,2303268369,168690906,3486196794,2457065,2001082,455983,4551,1032127
1e+06,2000,3,3497407,5213007151,2309080790,168702562,3509275704,2460838,2004830,456008,4540,1032029
1e+06,50,4,2590017,1607550566,1368227480,150981212,498446935,1430684,1089823,340861,132537,1026796
1e+06,50,4,2598021,1603995713,1383545143,151561447,488135147,1433082,1092112,340970,137538,1027401
1e+06,100,4,2597621,1940647621,1516557342,156849557,721871745,1496531,1125254,371277,71288,1029802
1e+06,100,4,2597233,1929920119,1510110426,156393518,714973354,1494112,1122813,371299,73163,1029958
1e+06,250,4,2617755,2495233017,1715681997,157554638,1177011726,1555327,1158551,396776,31164,1031264
1e+06,250,4,2617139,2507175501,1713146586,157722112,1179684637,1554478,1157818,396660,31351,1031310
1e+06,500,4,2629457,3098770771,1859444065,157013968,1694338488,1582465,1177261,405204,16070,1030922
1e+06,500,4,2632889,3108758876,1880281106,157153311,1690731654,1583353,1178131,405222,17243,1032293
1e+06,750,4,2637338,3568140057,1957828706,156587775,2096611556,1594226,1192830,401396,11307,1031805
1e+06,750,4,2636694,3503570545,1960606404,157059991,2035649883,1593722,1192327,401395,11161,1031811
1e+06,1000,4,2642779,3944070389,2036046695,157166701,2453483200,1601216,1190779,410437,8813,1032750
1e+06,1000,4,2642054,3922681674,2042845686,157694193,2433049530,1601134,1190682,410452,8875,1032045
1e+06,1250,4,2645524,4288967216,2093935464,155400389,2758071468,1604838,1200348,404490,7290,1033396
1e+06,1250,4,2644208,4243320794,2089484719,155797571,2711096055,1603695,1199236,404459,7108,1033405
1e+06,1500,4,2645198,4522134356,2131642636,156951472,2955357161,1607047,1202285,404762,6007,1032144
1e+06,1500,4,2646666,4565781707,2139946367,156578215,3007237073,1608152,1203400,404752,6091,1032423
1e+06,1750,4,2650219,4839684684,2162500273,157677625,3270369808,1613473,1203797,409676,5184,1031562
1e+06,1750,4,2642154,4857075540,2161848924,157106478,3292315441,1607518,1197809,409709,5256,1029380
1e+06,2000,4,2650659,5026046761,2183706214,157100252,3454269352,1613037,1199972,413065,4551,1033071
1e+06,2000,4,2652133,5092306766,2184751418,156958395,3515286954,1614324,1201235,413089,4540,1033269
1e+06,50,5,2999617,1654649137,1369267999,214879348,460679253,1838530,1570740,267790,132537,1028550
1e+06,50,5,3001819,1645326769,1378727263,213960338,455819355,1835743,1567985,267758,137538,1028538
1e+06,100,5,3015385,1965653647,1515716206,215537748,690112980,1912473,1610222,302251,71288,1031624
1e+06,100,5,3015740,1957394329,1515257055,214846464,683064314,1912391,1610070,302321,73163,1030186
1e+06,250,5,3034087,2534459336,1723778374,218157643,1151029900,1972078,1650379,321699,31164,1030845
1e+06,250,5,3041737,2532990574,1718837518,218359248,1142110800,1978780,1657051,321729,31351,1031606
1e+06,500,5,3044813,3128996355,1866689630,216757640,1667538954,1996836,1665976,330860,16070,1031907
1e+06,500,5,3046564,3122906349,1879818024,217566850,1659828047,1996655,1665811,330844,17243,1032666
1e+06,750,5,3050982,3602181823,1964046526,217706967,2075146340,2007567,1674579,332988,11307,1032108
1e+06,750,5,3057808,3548505714,1962601235,217573977,2036972942,2015370,1682311,333059,11161,1031277
1e+06,1000,5,3068134,3950376343,2043281758,218338142,2404372438,2026660,1690245,336415,8813,1032661
1e+06,1000,5,3058253,3955516106,2049097132,216809993,2411812098,2015998,1679588,336410,8875,1033380
1e+06,1250,5,3060493,4250438637,2091388473,218063490,2672138654,2022231,1692589,329642,7290,1030972
1e+06,1250,5,3065906,4220059469,2115626219,218594415,2640692788,2026451,1696861,329590,7108,1032347
1e+06,1500,5,3065374,4539346290,2133017020,218234087,2944839540,2027193,1691364,335829,6007,1032174
1e+06,1500,5,3066453,4603539012,2141479258,217640278,3011329246,2028059,1692256,335803,6091,1032303
1e+06,1750,5,3064827,4837106510,2200990286,216680200,3225026623,2026106,1685525,340581,5184,1033537
1e+06,1750,5,3060437,4959681152,2178411861,218332176,3344784261,2022009,1681452,340557,5256,1033172
1e+06,2000,5,3065428,5145652682,2208031952,217346864,3510867237,2028567,1689340,339227,4551,1032310
1e+06,2000,5,3066299,4966332385,2205827304,217057014,3336068794,2029423,1690202,339221,4540,1032336
1e+06,50,6,2351723,1570853681,1307112009,198902249,440663686,1189597,812296,377301,132537,1029589
1e+06,50,6,2354083,1567253058,1317646330,198900553,430918134,1187122,809775,377347,137538,1029423
1e+06,100,6,2343225,1884353781,1443921447,202357259,663992243,1241236,828981,412255,71288,1030701
1e+06,100,6,2345066,1876562441,1448880167,203266045,657461473,1242677,830465,412212,73163,1029226
1e+06,250,6,2351323,2422076041,1652341174,202645613,1112945613,1287211,851812,435399,31164,1032948
1e+06,250,6,2351969,2448852172,1658892446,202667772,1120396316,1287864,852429,435435,31351,1032754
1e+06,500,6,2356494,3063198998,1796393751,203425232,1651649017,1308976,865881,443095,16070,1031448
1e+06,500,6,2359370,3052327091,1812755575,204216220,1644732841,1309279,866125,443154,17243,1032848
1e+06,750,6,2363244,3470846061,1884611582,203515620,2022960413,1318926,875904,443022,11307,1033011
1e+06,750,6,2362196,3430554273,1876999354,203807546,1980849140,1320049,876978,443071,11161,1030986
1e+06,1000,6,2364685,3881965412,1967785208,203305356,2398129963,1324646,876943,447703,8813,1031226
1e+06,1000,6,2366499,3803947609,1970360451,203029827,2322042603,1324615,876899,447716,8875,1033009
1e+06,1250,6,2368769,4178661964,2008487974,203450131,2664118377,1329443,883649,445794,7290,1032036
1e+06,1250,6,2366108,4168179797,2008643815,204090209,2656294666,1327770,882014,445756,7108,1031230
1e+06,1500,6,2368954,4446539094,2038653639,204533259,2913847174,1329892,883315,446577,6007,1033055
1e+06,1500,6,2367375,4397871137,2040707075,203738120,2865480610,1329960,883358,446602,6091,1031324
1e+06,1750,6,2367368,4693316586,2075803971,203812689,3143721076,1331693,882959,448734,5184,1030491
1e+06,1750,6,2369367,4734875637,2084338381,203746597,3189367834,1331845,883120,448725,5256,1032266
1e+06,2000,6,2371300,4914713444,2112824111,203882227,3340500271,1333349,883316,450033,4551,1033400
1e+06,2000,6,2373572,5007544456,2116476188,203118726,3448417538,1336564,886523,450041,4540,1032468
1e+06,50,7,2604307,1561547187,1278636007,273931519,416850754,1443472,1050759,392713,132537,1028298
1e+06,50,7,2611394,1551232258,1286216296,274416273,409302909,1444412,1051780,392632,137538,1029444
1e+06,100,7,2601362,1900354797,1420442779,282802638,642195030,1499225,1070690,428535,71288,1030849
1e+06,100,7,2605933,1889666745,1423800686,282401241,635903830,1501926,1073351,428575,73163,1030844
1e+06,250,7,2603172,2442366651,1626466755,283517862,1082769228,1541156,1087067,454089,31164,1030852
1e+06,250,7,2607246,2435219266,1629528210,284162936,1071487385,1543004,1088929,454075,31351,1032891
1e+06,500,7,2605256,3033193080,1772603249,285468697,1588492414,1557432,1094240,463192,16070,1031754
1e+06,500,7,2610763,3032385091,1789176006,287155327,1586741569,1562402,1099194,463208,17243,1031118
1e+06,750,7,2606136,3476650180,1867367600,285029690,1984971976,1564207,1095572,468635,11307,1030622
1e+06,750,7,2613756,3504984430,1870496451,284878999,2011352908,1569664,1100996,468668,11161,1032931
1e+06,1000,7,2609511,3839667631,1948860118,285226955,2312210026,1567747,1099003,468744,8813,1032951
1e+06,1000,7,2607345,3827301079,1941030760,284750800,2303490558,1567449,1098719,468730,8875,1031021
1e+06,1250,7,2610570,4148735516,1992937417,283830630,2594094061,1571584,1103740,467844,7290,1031696
1e+06,1250,7,2615357,4190751110,1996231016,283590821,2631336760,1574800,1106953,467847,7108,1033449
1e+06,1500,7,2613063,4428017582,2035078833,285459864,2852182183,1575483,1103087,472396,6007,1031573
1e+06,1500,7,2608865,4444637145,2037777988,285390074,2867547940,1569716,1097281,472435,6091,1033058
1e+06,1750,7,2611425,4714156482,2062307323,285384496,3122931380,1573213,1100870,472343,5184,1033028
1e+06,1750,7,2610804,4729055228,2069820983,284284690,3139521872,1573385,1101029,472356,5256,1032163
1e+06,2000,7,2611110,5011335293,2103622781,285576721,3397940024,1573853,1102355,471498,4551,1032706
1e+06,2000,7,2612141,5067549346,2112373373,284478604,3453352804,1575154,1103644,471510,4540,1032447
1e+06,50,8,2165151,1495009968,1232913815,261474352,399136401,1002537,545313,457224,132537,1030077
1e+06,50,8,2169863,1485575958,1248207896,264018255,391554135,1003854,546573,457281,137538,1028471
1e+06,100,8,2142916,1819546813,1376767185,268194749,616798904,1040995,545363,495632,71288,1030633
1e+06,100,8,2143547,1842373386,1376773559,268130876,618020703,1040275,544448,495827,73163,1030109
1e+06,250,8,2132826,2384370385,1570915611,270778284,1069142102,1069454,548592,520862,31164,1032208
1e+06,250,8,2133738,2377184800,1566963843,269548926,1059821640,1069719,548940,520779,31351,1032668
1e+06,500,8,2134172,2986688415,1706106639,270868680,1592056950,1086906,556817,530089,16070,1031196
1e+06,500,8,2135276,2956385837,1730767473,270644196,1570035756,1086892,556835,530057,17243,1031141
1e+06,750,8,2132654,3410276316,1813247681,269408546,1978798007,1089232,553534,535698,11307,1032115
1e+06,750,8,2136658,3341621728,1811782464,270193468,1917709547,1091534,555822,535712,11161,1033963
1e+06,1000,8,2135490,3770663123,1881813038,271948111,2306295282,1095041,559387,535654,8813,1031636
1e+06,1000,8,2135108,3761636840,1878604865,270278262,2299598548,1094354,558710,535644,8875,1031879
1e+06,1250,8,2136586,4150713741,1924513930,269353017,2644063999,1096908,561953,534955,7290,1032388
1e+06,1250,8,2137639,4101520889,1934993654,270891403,2595425843,1098361,563424,534937,7108,1032170
1e+06,1500,8,2136982,4395607904,1969098407,269334816,2877352314,1098211,558427,539784,6007,1032764
1e+06,1500,8,2136453,4356971288,1973742952,268437151,2851893841,1097922,558143,539779,6091,1032440
1e+06,1750,8,2136285,4603362582,1994380808,269256991,3075099336,1099789,560581,539208,5184,1031312
1e+06,1750,8,2135143,4702515033,2002241162,270166822,3170680326,1098483,559247,539236,5256,1031404
1e+06,2000,8,2136151,4889316926,2016545254,270232068,3343741056,1099673,561227,538446,4551,1031927
1e+06,2000,8,2137343,4980342271,2036528057,270433118,3433085845,1100332,561900,538432,4540,1032471
1e+06,50,9,2373638,1617563432,1232499949,364194253,385046087,1211999,805376,406623,132537,1029102
1e+06,50,9,2377447,1597547677,1244597106,363775487,371343845,1210401,803779,406622,137538,1029508
1e+06,100,9,2364038,1932818370,1388261480,370288076,600510758,1260927,818784,442143,71288,1031823
1e+06,100,9,2360504,1936907485,1390652226,370242442,598843674,1256519,814229,442290,73163,1030822
1e+06,250,9,2363478,2496904288,1580247471,377965699,1045856873,1301000,837193,463807,31164,1031314
1e+06,250,9,2362374,2496938907,1581011489,377173248,1057316818,1299597,835692,463905,31351,1031426
1e+06,500,9,2360401,3072746123,1723683060,376271185,1548996288,1312418,840286,472132,16070,1031913
1e+06,500,9,2362009,3064289104,1744514697,375398707,1543184023,1311521,839361,472160,17243,1033245
1e+06,750,9,2363357,3498398440,1819795507,377189970,1925211817,1319505,844760,474745,11307,1032545
1e+06,750,9,2361723,3516936821,1815991919,376800972,1942520697,1319827,845076,474751,11161,1030735
1e+06,1000,9,2363978,3878108008,1895012136,377616399,2270478499,1323555,846411,477144,8813,1031610
1e+06,1000,9,2362478,3891210713,1895078012,376004551,2277426556,1321398,844250,477148,8875,1032205
1e+06,1250,9,2369072,4227226901,1937732835,377370771,2590549772,1329232,853147,476085,7290,1032550
1e+06,1250,9,2369172,4256662601,1943377284,378248887,2616170505,1328916,852825,476091,7108,1033148
1e+06,1500,9,2364248,4502928133,1991926914,376851644,2848692802,1327309,849430,477879,6007,1030932
1e+06,1500,9,2365584,4462444555,1988156329,378681647,2800020017,1327016,849157,477859,6091,1032477
1e+06,1750,9,2362344,4791717938,2017748757,376937752,3115230706,1326673,846089,480584,5184,1030487
1e+06,1750,9,2365331,4760968361,2020233746,377385335,3087137592,1327538,846956,480582,5256,1032537
1e+06,2000,9,2367112,4993637452,2046928699,379225684,3297756151,1330395,850721,479674,4551,1032166
1e+06,2000,9,2366411,5119225094,2051550093,377313093,3426479077,1331246,851564,479682,4540,1030625
1e+06,50,10,2094298,1577864444,1206125698,352786723,367206117,931618,566824,364794,132537,1030143
1e+06,50,10,2099563,1560746322,1215808176,351841083,359565339,930965,566223,364742,137538,1031060
1e+06,100,10,2070777,1888612880,1373896210,357572674,585304932,968653,571012,397641,71288,1030836
1e+06,100,10,2074030,1896976614,1372630820,356510896,582262424,968953,571252,397701,73163,1031914
1e+06,250,10,2060241,2455451320,1554846128,362704684,1036532550,997470,579655,417815,31164,1031607
1e+06,250,10,2060179,2445126143,1557463018,361501866,1030802038,997706,579934,417772,31351,1031122
1e+06,500,10,2058498,3028292067,1694980861,362129323,1530158299,1009788,584394,425394,16070,1032640
1e+06,500,10,2059632,3028456890,1717469117,362827916,1543644098,1010246,584829,425417,17243,1032143
1e+06,750,10,2061547,3445391637,1783269028,361172910,1914182230,1017803,587882,429921,11307,1032437
1e+06,750,10,2059753,3437040739,1786383588,361530700,1916736859,1016668,586643,430025,11161,1031924
1e+06,1000,10,2056346,3824864469,1860792460,360344260,2267442626,1017507,587304,430203,8813,1030026
1e+06,1000,10,2056406,3837280987,1862016079,360293025,2272072621,1016466,586278,430188,8875,1031065
1e+06,1250,10,2058646,4149075175,1901764994,359848117,2562810193,1020117,590802,429315,7290,1031239
1e+06,1250,10,2061853,4137238472,1904251180,361430212,2544628210,1021272,592025,429247,7108,1033473
1e+06,1500,10,2058652,4350875138,1947463578,361378818,2735272785,1020993,587683,433310,6007,1031652
1e+06,1500,10,2062232,4467352790,1948219805,363738114,2850029208,1023110,589794,433316,6091,1033031
1e+06,1750,10,2060337,4711423811,1979009033,361368767,3077842829,1023544,590386,433158,5184,1031609
1e+06,1750,10,2059973,4831039269,1992053529,363377384,3198697093,1021225,588084,433141,5256,1033492
1e+06,2000,10,2062453,4930814690,2010466271,363415570,3278931829,1026695,594086,432609,4551,1031207
1e+06,2000,10,2061248,4857200573,2013264069,362610162,3207961367,1025350,592754,432596,4540,1031358
1e+06,50,11,2211215,1662197077,1204960521,472253990,346695588,1048377,635846,412531,132537,1030301
1e+06,50,11,2216549,1656426097,1216960035,472834410,342850266,1048660,636210,412450,137538,1030351
1e+06,100,11,2197973,1991495425,1378924193,483839030,565713512,1094007,647459,446548,71288,1032678
1e+06,100,11,2197979,1987314564,1379289106,484844353,564890089,1094031,647528,446503,73163,1030785
1e+06,250,11,2192423,2528280822,1552248991,489822541,1006607594,1129770,660559,469211,31164,1031489
1e+06,250,11,2188877,2523124300,1552141048,492845285,999411954,1126744,657522,469222,31351,1030782
1e+06,500,11,2193246,3129755699,1692671547,495412070,1525543045,1144345,667298,477047,16070,1032831
1e+06,500,11,2195234,3125311970,1711312425,496206729,1517466247,1145846,668825,477021,17243,1032145
1e+06,750,11,2195985,3516664174,1775859843,496528861,1878383695,1151226,671079,480147,11307,1033452
1e+06,750,11,2195920,3545203367,1791852784,497421976,1900175704,1151768,671610,480158,11161,1032991
1e+06,1000,11,2189874,4011513205,1863931931,500509827,2305291802,1149833,667984,481849,8813,1031228
1e+06,1000,11,2192426,3890952890,1856168045,493163003,2202433842,1152424,670576,481848,8875,1031127
1e+06,1250,11,2192730,4239345694,1900216873,492726566,2532776803,1154085,672839,481246,7290,1031355
1e+06,1250,11,2190953,4273070231,1903452938,493928505,2561077439,1152922,671682,481240,7108,1030923
1e+06,1500,11,2190549,4538606413,1938338040,494260955,2811646434,1153824,670643,483181,6007,1030718
1e+06,1500,11,2192072,4558444646,1942441157,495042912,2826344812,1155018,671799,483219,6091,1030963
1e+06,1750,11,2196775,4858679874,1973570357,497676972,3105321128,1159573,674215,485358,5184,1032018
1e+06,1750,11,2191500,4822229462,1974017219,492977143,3073867554,1154668,669302,485366,5256,1031576
1e+06,2000,11,2194361,5091686615,2005560321,495668143,3314782918,1156977,672520,484457,4551,1032833
1e+06,2000,11,2196825,5094852142,2009698708,497336534,3314363358,1159630,675225,484405,4540,1032655
1e+06,50,12,2010825,1623797129,1183352299,457524404,339305333,847438,468493,378945,132537,1030850
1e+06,50,12,2012030,1597510753,1193189143,455685881,327773336,845933,466939,378994,137538,1028559
1e+06,100,12,1982598,1947334537,1341282277,471399441,554358476,880621,471630,408991,71288,1030689
1e+06,100,12,1986670,1945264231,1345524179,470152827,549479657,881479,472467,409012,73163,1032028
1e+06,250,12,1968936,2480621170,1523296210,469766160,988621870,906363,475892,430471,31164,1031409
1e+06,250,12,1970962,2483798162,1527012151,475528105,989079632,907618,477206,430412,31351,1031993
1e+06,500,12,1968863,3086110008,1668483646,473089704,1521749574,920832,483526,437306,16070,1031961
1e+06,500,12,1967994,3075247691,1679209996,475248019,1510918656,918625,481288,437337,17243,1032126
1e+06,750,12,1968484,3495353068,1743548457,477379021,1899296712,924445,481496,442949,11307,1032732
1e+06,750,12,1970997,3476914684,1746217214,480037615,1868383032,927502,484500,443002,11161,1032334
1e+06,1000,12,1966578,3894427977,1835047597,474176382,2253527485,926497,484186,442311,8813,1031268
1e+06,1000,12,1969458,3832961362,1828573929,475960375,2206302541,927495,485207,442288,8875,1033088
1e+06,1250,12,1968805,4216263265,1880385384,474495227,2535704073,928572,484833,443739,7290,1032943
1e+06,1250,12,1968800,4179213243,1868604431,477798613,2510794622,928878,485161,443717,7108,1032814
1e+06,1500,12,1967722,4435939161,1901841759,476573140,2756207563,930154,483532,446622,6007,1031561
1e+06,1500,12,1966541,4440096732,1906966087,476005687,2759674056,929898,483302,446596,6091,1030552
1e+06,1750,12,1968884,4716585789,1933083417,477745393,3018465346,930891,485157,445734,5184,1032809
1e+06,1750,12,1970294,4727243622,1946346500,476785044,3030118076,932248,486548,445700,5256,1032790
1e+06,2000,12,1970154,5012411102,1977605026,479103189,3289238345,932953,488062,444891,4551,1032650
1e+06,2000,12,1969321,5077958816,1980026730,476464360,3365362280,932823,487884,444939,4540,1031958
1e+06,50,13,2094173,1727422268,1166740013,608308860,320198167,931589,503495,428094,132537,1030047
1e+06,50,13,2095967,1715660656,1182980037,605341804,313446487,927691,499535,428156,137538,1030738
1e+06,100,13,2073089,2059969853,1326910722,628560110,539785989,970020,505822,464198,71288,1031781
1e+06,100,13,2074727,2040416919,1326531195,630740463,526989531,970195,506006,464189,73163,1031369
1e+06,250,13,2062431,2608653482,1523197669,640741797,973168159,999944,510095,489849,31164,1031323
1e+06,250,13,2064090,2598221312,1517616455,642187302,963393710,1001605,511742,489863,31351,1031134
1e+06,500,13,2060042,3189420789,1658121814,639445141,1487756191,1011929,513383,498546,16070,1032043
1e+06,500,13,2062425,3165845993,1675163203,642934465,1466038823,1012846,514302,498544,17243,1032336
1e+06,750,13,2060049,3582840663,1746852109,645487293,1842442995,1015327,511300,504027,11307,1033415
1e+06,750,13,2060451,3566777068,1751443285,644820823,1830879456,1016203,512128,504075,11161,1033087
1e+06,1000,13,2061370,4005365144,1824022142,645735028,2224522229,1019836,515653,504183,8813,1032721
1e+06,1000,13,2061725,3968367648,1825956608,646677461,2182288397,1019456,515293,504163,8875,1033394
1e+06,1250,13,2060448,4308653305,1876131362,646479553,2501422184,1022290,518174,504116,7290,1030868
1e+06,1250,13,2060816,4336217703,1875032667,643747893,2532091518,1022780,518646,504134,7108,1030928
1e+06,1500,13,2065370,4556299678,1911562771,650970552,2729735826,1026799,519293,507506,6007,1032564
1e+06,1500,13,2060712,4549766360,1912189343,643909400,2731133945,1022994,515512,507482,6091,1031627
1e+06,1750,13,2060924,4742227920,1934766632,643756682,2913245674,1022806,514842,507964,5184,1032934
1e+06,1750,13,2063333,4853060330,1939694176,647940656,3019920779,1024580,516622,507958,5256,1033497
1e+06,2000,13,2062742,5033630628,1976769017,648008970,3173410530,1026145,519168,506977,4551,1032046
1e+06,2000,13,2063920,5034554318,1979804531,652922874,3169140338,1027898,520901,506997,4540,1031482
1e+06,50,14,1944049,1656502210,1128303801,589154035,304990488,781620,383276,398344,132537,1029892
1e+06,50,14,1947036,1659447184,1139594628,590570161,302340632,780292,381904,398388,137538,1029206
1e+06,100,14,1913974,1990897760,1286284880,608044996,524552776,811101,379591,431510,71288,1031585
1e+06,100,14,1915906,1990472313,1285726928,608026218,521294354,809035,377515,431520,73163,1033708
1e+06,250,14,1896609,2544439395,1489319953,620058297,948523409,834230,378695,455535,31164,1031215
1e+06,250,14,1898158,2543338272,1493841942,616990912,951777279,834606,379047,455559,31351,1032201
1e+06,500,14,1892962,3118848117,1638398733,625452417,1450626106,845083,381479,463604,16070,1031809
1e+06,500,14,1896072,3134844742,1653047213,620255140,1470777788,845919,382385,463534,17243,1032910
1e+06,750,14,1891837,3569245730,1732229571,625779530,1860624744,848953,381355,467598,11307,1031577
1e+06,750,14,1889951,3566678223,1711240443,619253373,1864671556,847663,380014,467649,11161,1031127
1e+06,1000,14,1894411,3903513303,1794494603,627447778,2161493415,853316,384569,468747,8813,1032282
1e+06,1000,14,1892952,3906710492,1800408743,622657834,2166693713,851221,382472,468749,8875,1032856
1e+06,1250,14,1892057,4224114170,1843429995,622636711,2452828209,852602,384491,468111,7290,1032165
1e+06,1250,14,1891544,4233546962,1848506646,621173572,2459787783,851714,383626,468088,7108,1032722
1e+06,1500,14,1890678,4511474663,1888754055,620832518,2739577905,853936,383404,470532,6007,1030735
1e+06,1500,14,1892070,4531847878,1889777531,624313846,2744463724,853377,382845,470532,6091,1032602
1e+06,1750,14,1894205,4793382678,1914429093,625443339,3010415138,856522,384197,472325,5184,1032499
1e+06,1750,14,1891925,4797340005,1915572152,625866065,3002702628,855216,382862,472354,5256,1031453
1e+06,2000,14,1892893,4917774862,1951112005,623614788,3108095431,856022,384515,471507,4551,1032320
1e+06,2000,14,1892561,5107342121,1948832976,624265783,3292414412,855968,384458,471510,4540,1032053
1e+06,50,15,2145799,1826424481,1124953360,779395025,294080965,982300,610006,372294,132537,1030962
1e+06,50,15,2146805,1815710108,1132440235,775858522,290451284,977982,605651,372331,137538,1031285
1e+06,100,15,2132814,2167676192,1280894988,809764050,507452349,1029449,625876,403573,71288,1032077
1e+06,100,15,2129600,2165182311,1281674250,810467510,504778441,1024510,620899,403611,73163,1031927
1e+06,250,15,2120061,2737437420,1509505978,826791089,944827401,1058132,632378,425754,31164,1030765
1e+06,250,15,2118516,2721131919,1505656651,826226079,931155223,1057243,631542,425701,31351,1029922
1e+06,500,15,2121526,3317683331,1643291530,843233251,1441540310,1074182,641041,433141,16070,1031274
1e+06,500,15,2122021,3296657328,1654386812,835652621,1429288007,1073391,640276,433115,17243,1031387
1e+06,750,15,2120008,3766594351,1740714914,841227519,1841941684,1076953,641241,435712,11307,1031748
1e+06,750,15,2119103,3708574633,1736415097,835631937,1797102470,1076500,640810,435690,11161,1031442
1e+06,1000,15,2124378,4114777337,1809017833,834726764,2177071606,1083894,645687,438207,8813,1031671
1e+06,1000,15,2121118,4093811017,1806296927,833626287,2159227119,1080099,641932,438167,8875,1032144
1e+06,1250,15,2127269,4421480922,1856948629,844018241,2440990778,1088434,651026,437408,7290,1031545
1e+06,1250,15,2126819,4427268696,1863730751,842450326,2445136665,1087288,649899,437389,7108,1032423
1e+06,1500,15,2121222,4682759874,1901796380,837413410,2692634860,1083094,644515,438579,6007,1032121
1e+06,1500,15,2121073,4604408417,1902545247,838326720,2615148013,1083150,644615,438535,6091,1031832
1e+06,1750,15,2123167,5001536259,1939209897,846153460,2994022713,1087149,646532,440617,5184,1030834
1e+06,1750,15,2121493,5005449990,1930070827,833943607,3012232780,1084847,644221,440626,5256,1031390
1e+06,2000,15,2122754,5192601137,1961466687,833593449,3183653101,1085942,645176,440766,4551,1032261
1e+06,2000,15,2120661,5151312627,1959622813,839560567,3135433573,1085196,644415,440781,4540,1030925
