num_keys,bucket_size,leaf_size,total_bits,build_time,hashing_time,bijection_time,splitting_time,bucket_time,splitting_tree,unary,fixed,bucket_prefixes
1e+06,1250,3,3571104,3969932985,2011354409,119952369,2855489755,73259715,3563996,2784570,779426,7108
1e+06,1500,3,3576387,4197345386,2060040013,120536073,3082571545,71812766,3570380,2791171,779209,6007
1e+06,1500,3,3582459,4221202635,2062636055,119946142,3111779414,71718436,3576368,2797143,779225,6091
1e+06,1750,3,3587675,4499892326,2107727723,121283715,3379991691,71311349,3582491,2795397,787094,5184
1e+06,1750,3,3587174,4441093167,2095757334,120516264,3320373560,71464136,3581918,2794830,787088,5256
1e+06,2000,3,3599974,4704114706,2128677323,122082369,3559637945,71442804,3595423,2806269,789154,4551
1e+06,2000,3,3594623,4731333486,2116281422,120806836,3586450514,71706619,3590083,2800917,789166,4540
1e+06,10,4,2497952,653268497,844076287,137815611,177456003,120418490,1972916,1139711,833205,525036
1e+06,10,4,2480452,647089654,843223557,137844549,171076327,119481953,1955416,1121825,833591,525036
1e+06,50,4,2471771,1124679334,1195757414,160275087,491867871,90159242,2339234,1265778,1073456,132537
1e+06,50,4,2476238,1107804695,1208642936,160897569,481653376,83629318,2338700,1265240,1073460,137538
1e+06,100,4,2493981,1516274362,1328134854,166320649,723969932,82055716,2422693,1310282,1112411,71288
1e+06,100,4,2493213,1509406090,1327955222,166368588,717327639,82263670,2420050,1307472,1112578,73163
1e+06,250,4,2533353,2083250057,1547686443,172478980,1194525737,77300028,2502189,1358922,1143267,31164
1e+06,250,4,2532181,2091090502,1547466076,172607888,1198913537,77761848,2500830,1357657,1143173,31351
1e+06,500,4,2557107,2715264459,1706197005,175353927,1745178020,75975319,2541037,1387582,1153455,16070
1e+06,500,4,2559583,2692148296,1709331326,175130085,1724351968,74144640,2542340,1388842,1153498,17243
1e+06,750,4,2568420,3168392526,1809721555,176859741,2140127271,73051038,2557113,1406896,1150217,11307
1e+06,750,4,2569546,3115871771,1819794013,177846228,2086282897,73580656,2558385,1408126,1150259,11161
1e+06,1000,4,2575294,3525132752,1861055502,176763676,2488310207,73222819,2566481,1406937,1159544,8813
1e+06,1000,4,2575806,3520388420,1868679882,177226026,2482668837,72612481,2566931,1407321,1159610,8875
1e+06,1250,4,2582121,3866394069,1920349449,178428552,2794130555,73591364,2574831,1421041,1153790,7290
1e+06,1250,4,2581496,3852710961,1923306141,179605859,2777837326,73215989,2574388,1420625,1153763,7108
1e+06,1500,4,2584896,4112773109,1970616931,178794064,3011901766,71314054,2578889,1424698,1154191,6007
1e+06,1500,4,2584293,4169341125,1974513090,178807051,3066542611,71678843,2578202,1424004,1154198,6091
1e+06,1750,4,2592638,4460967484,2002185952,179417884,3356843411,71238463,2587454,1428253,1159201,5184
1e+06,1750,4,2584126,4487746122,1997026584,178814580,3383173106,70901540,2578870,1419657,1159213,5256
1e+06,2000,4,2591649,4617689061,2028077695,178641953,3513282539,71076482,2587098,1424485,1162613,4551
1e+06,2000,4,2594974,4694950953,2040227939,179503120,3586406358,70714388,2590434,1427786,1162648,4540
1e+06,10,5,2202694,744052858,760647348,232180802,235831003,120316679,1677658,775979,901679,525036
1e+06,10,5,2193021,749487124,763501670,233892077,238332814,119954092,1667985,766169,901816,525036
1e+06,50,5,2044801,1345341263,1089248482,270263790,678252907,88592252,1912264,763929,1148335,132537
1e+06,50,5,2048069,1338127807,1089730667,271131621,671901543,88756207,1910531,762178,1148353,137538
1e+06,100,5,2029212,1727495799,1215007721,278341704,926751913,81595909,1957924,766303,1191621,71288
1e+06,100,5,2030641,1725919670,1223737249,279244631,921274903,82692869,1957478,765905,1191573,73163
1e+06,250,5,2029682,2314749716,1437683627,286617342,1402628398,77446621,1998518,777925,1220593,31164
1e+06,250,5,2031755,2310504567,1427393208,288585314,1396328464,78239332,2000404,779831,1220573,31351
1e+06,500,5,2032665,2898702753,1575766930,290788744,1911544524,74809864,2016595,785619,1230976,16070
1e+06,500,5,2034042,2917911082,1574695806,291518096,1930832735,74013510,2016799,785811,1230988,17243
1e+06,750,5,2037281,3373641314,1669648720,293732478,2348148709,72272439,2025974,790974,1235000,11307
1e+06,750,5,2037486,3399304663,1681278469,294449520,2366762344,73669522,2026325,791325,1235000,11161
1e+06,1000,5,2039637,3762105975,1726573114,294037395,2702610315,73585935,2030824,793649,1237175,8813
1e+06,1000,5,2041998,3750261767,1743179615,296693626,2689663552,72759912,2033123,795956,1237167,8875
1e+06,1250,5,2045726,4110158264,1790568560,296581165,3019401781,74778673,2038436,802055,1236381,7290
1e+06,1250,5,2043915,4083049116,1780829011,297342241,2994184580,73913792,2036807,800436,1236371,7108
1e+06,1500,5,2045711,4325194694,1804956877,298524904,3229769437,66473396,2039704,801027,1238677,6007
1e+06,1500,5,2043839,4374272970,1813041122,296907133,3275566417,71784704,2037748,799072,1238676,6091
1e+06,1750,5,2045631,4650004639,1838533060,297271832,3543611465,64525455,2040447,799416,1241031,5184
1e+06,1750,5,2045607,4706809640,1838790503,298040628,3591910613,71058575,2040351,799289,1241062,5256
1e+06,2000,5,2046988,4889207863,1886044811,297192440,3760221786,71378251,2042437,802188,1240249,4551
1e+06,2000,5,2044050,4889098615,1884678058,296722566,3760163172,71516090,2039510,799253,1240257,4540
1e+06,10,6,2148041,901209415,747810979,455410226,184636392,119970061,1623005,740423,882582,525036
1e+06,10,6,2136863,895579862,751801366,452963710,181301856,119962899,1611827,728887,882940,525036
1e+06,50,6,1949742,1659566152,1073854952,540115085,694605629,86822368,1817205,699898,1117307,132537
1e+06,50,6,1952868,1664258040,1073280783,542127988,696971172,86571384,1815330,698150,1117180,137538
1e+06,100,6,1931912,2023252205,1197372949,556293170,949789314,82047006,1860624,702163,1158461,71288
1e+06,100,6,1934406,2031364328,1200756599,561629134,950056536,82915366,1861243,702570,1158673,73163
1e+06,250,6,1926177,2611517001,1403187973,569499794,1421090612,78070001,1895013,711264,1183749,31164
1e+06,250,6,1926783,2624249370,1406005416,570216967,1431084204,77407020,1895432,711691,1183741,31351
1e+06,500,6,1926391,3214065050,1557080303,574012665,1943081234,74232196,1910321,717127,1193194,16070
1e+06,500,6,1927873,3208268990,1562952073,575969719,1937170531,74329081,1910630,717404,1193226,17243
1e+06,750,6,1928735,3655894865,1642529788,578562898,2344516362,72734163,1917428,721249,1196179,11307
1e+06,750,6,1928667,3644940229,1640095523,579740956,2334003484,72658835,1917506,721317,1196189,11161
1e+06,1000,6,1931470,4044798356,1697072141,580899375,2696691471,73148814,1922657,723859,1198798,8813
1e+06,1000,6,1931322,4000457241,1700031191,581002880,2666153932,64350131,1922447,723634,1198813,8875
1e+06,1250,6,1932504,4373413405,1722251004,580085649,3014000452,65741346,1925214,727359,1197855,7290
1e+06,1250,6,1933452,4374701722,1753283950,583401358,3011415780,67890588,1926344,728507,1197837,7108
1e+06,1500,6,1934755,4680025224,1779032505,584029811,3293256879,71632079,1928748,729052,1199696,6007
1e+06,1500,6,1934466,4597515264,1777686378,584419572,3211405040,71777909,1928375,728668,1199707,6091
1e+06,1750,6,1932507,4938453922,1808118460,582957612,3539196871,70816654,1927323,724905,1202418,5184
1e+06,1750,6,1933901,4956236191,1820176408,584022029,3556790361,70772070,1928645,726211,1202434,5256
1e+06,2000,6,1936270,5148752899,1864129862,586224950,3732452133,71340131,1931719,730139,1201580,4551
1e+06,2000,6,1935799,5283589026,1861052902,586331447,3865860926,71182212,1931259,729664,1201595,4540
1e+06,10,7,2090393,1300694894,740159019,919411947,134327296,119270236,1565357,589206,976151,525036
1e+06,10,7,2080530,1301420048,736668018,920120038,134879770,119767582,1555494,579075,976419,525036
1e+06,50,7,1832277,2871974719,976605212,1161252106,1407222475,87334880,1699740,450149,1249591,132537
1e+06,50,7,1833872,2849054116,983371612,1154098145,1389929149,89208144,1696334,446885,1249449,137538
1e+06,100,7,1814351,3378969358,1125362018,1177078267,1779357937,82796965,1743063,452882,1290181,71288
1e+06,100,7,1816212,3368334360,1136418549,1186380929,1759443447,81620777,1743049,452941,1290108,73163
1e+06,250,7,1798323,4263291860,1356910669,1209293155,2532619007,77555083,1767159,446460,1320699,31164
1e+06,250,7,1796983,4253766018,1357460458,1209671803,2523057156,77554456,1765632,444912,1320720,31351
1e+06,500,7,1793186,4912541236,1474706543,1220998257,3105470540,74652908,1777116,446533,1330583,16070
1e+06,500,7,1794848,4905920902,1486262748,1221347325,3098146421,74501009,1777605,446978,1330627,17243
1e+06,750,7,1794819,5410144821,1572794699,1228123699,3555111666,72626098,1783512,450115,1333397,11307
1e+06,750,7,1793276,5372851098,1578195837,1228619888,3523098215,66292623,1782115,448735,1333380,11161
1e+06,1000,7,1792279,5744349894,1639754622,1225748926,3865947687,72918405,1783466,446574,1336892,8813
1e+06,1000,7,1793009,5759491176,1632434417,1230837377,3876657176,72218106,1784134,447176,1336958,8875
1e+06,1250,7,1792809,6145423660,1688691642,1221919711,4242043787,74525315,1785519,449147,1336372,7290
1e+06,1250,7,1793290,6126921826,1676842655,1231430894,4213992841,73479213,1786182,449794,1336388,7108
1e+06,1500,7,1793166,6360899913,1710647967,1230199176,4436832236,71336062,1787159,450085,1337074,6007
1e+06,1500,7,1793119,6368232376,1719218576,1226739868,4446183920,71781938,1787028,449942,1337086,6091
1e+06,1750,7,1792080,6650258590,1740081186,1226697812,4717096557,72400075,1786896,447859,1339037,5184
1e+06,1750,7,1793247,6649144306,1738516878,1236653477,4705770328,70566322,1787991,448930,1339061,5256
1e+06,2000,7,1793441,6930684612,1774047490,1244441168,4961470475,71229703,1788890,448814,1340076,4551
1e+06,2000,7,1793019,7039710933,1781045237,1231828358,5090045716,70900781,1788479,448397,1340082,4540
1e+06,10,8,2045273,2326204311,735932819,1989143503,105111026,117189959,1520237,554673,965564,525036
1e+06,10,8,2033660,2321529915,736466650,1981610583,105285907,119605762,1508624,542518,966106,525036
1e+06,50,8,1784016,5659379221,993055053,2579279803,2785898859,89659710,1651479,422759,1228720,132537
1e+06,50,8,1787498,5640683808,994659020,2579117357,2771933130,86520708,1649960,421225,1228735,137538
1e+06,100,8,1735555,8300195392,1117095166,2656459953,5283338721,82690887,1664267,390285,1273982,71288
1e+06,100,8,1737538,8328922020,1135810407,2667939495,5301791156,81933440,1664375,390251,1274124,73163
1e+06,250,8,1720614,8948712149,1334252647,2714752707,5764210238,78096589,1689450,386549,1302901,31164
1e+06,250,8,1720953,8977417197,1335646703,2714576111,5792727443,77722410,1689602,386688,1302914,31351
1e+06,500,8,1715150,9956900997,1463251109,2736858460,6687003965,74908864,1699080,386456,1312624,16070
1e+06,500,8,1716160,9917662703,1459469943,2747560211,6637231897,74288726,1698917,386217,1312700,17243
1e+06,750,8,1713097,10408690018,1524509517,2750332980,7098261669,72723798,1701790,384931,1316859,11307
1e+06,750,8,1712308,10330269727,1525290604,2745959563,7025469970,72550914,1701147,384136,1317011,11161
1e+06,1000,8,1712268,10755951547,1595190033,2752541165,7405986026,72641823,1703455,384779,1318676,8813
1e+06,1000,8,1711484,10717120874,1615593456,2749114209,7370835900,72307600,1702609,383961,1318648,8875
1e+06,1250,8,1710524,11041676635,1649052037,2747006440,7677682972,72980426,1703234,383396,1319838,7290
1e+06,1250,8,1712268,11124253693,1634549280,2765942849,7739922398,73597580,1705160,385365,1319795,7108
1e+06,1500,8,1712115,11409097223,1657175641,2765999508,8016445861,72144937,1706108,385082,1321026,6007
1e+06,1500,8,1712031,11410751116,1654441913,2762307457,8022503855,71203171,1705940,384914,1321026,6091
1e+06,1750,8,1711423,11675505535,1690202298,2765721326,8266524965,71124291,1706239,384582,1321657,5184
1e+06,1750,8,1711328,11742848015,1694985571,2757854999,8340974918,71296937,1706072,384417,1321655,5256
1e+06,2000,8,1711227,12055159093,1750966093,2754145009,8638242238,71425295,1706676,384890,1321786,4551
1e+06,2000,8,1710669,12028549014,1750388600,2752899611,8613372127,71570505,1706129,384361,1321768,4540
1e+06,10,9,2005447,4696765250,728098896,4393974031,79898862,118808030,1480411,446420,1033991,525036
1e+06,10,9,1995649,4691825483,729889299,4384799349,82477590,119539693,1470613,436310,1034303,525036
1e+06,50,9,1767437,9587550894,996306847,5997812021,3261354154,86823451,1634900,333170,1301730,132537
1e+06,50,9,1770898,9600030155,998321809,6023024083,3249386307,85557440,1633360,331738,1301622,137538
1e+06,100,9,1711627,12411330961,1068270322,6237119074,5827264389,80776915,1640339,289418,1350921,71288
1e+06,100,9,1712287,12380829152,1080585875,6218185623,5816819281,81023091,1639124,288114,1351010,73163
1e+06,250,9,1700295,13462280323,1349035942,6342754604,6632773545,76138003,1669131,292087,1377044,31164
1e+06,250,9,1700161,13482256974,1359463166,6343870429,6652194939,74978059,1668810,291627,1377183,31351
1e+06,500,9,1693231,14281298793,1442888837,6399401357,7348923969,72411398,1677161,289474,1387687,16070
1e+06,500,9,1694589,14276067107,1438872259,6406663547,7336288582,72051282,1677346,289659,1387687,17243
1e+06,750,9,1692102,14941919011,1521317580,6448427774,7928825481,69374873,1680795,288354,1392441,11307
1e+06,750,9,1691774,14934925982,1531915084,6424330279,7947168205,69488094,1680613,288173,1392440,11161
1e+06,1000,9,1691954,15373268172,1593800913,6449539772,8323978979,70011068,1683141,289196,1393945,8813
1e+06,1000,9,1691631,15350180339,1600308397,6459088375,8292616055,70101103,1682756,288792,1393964,8875
1e+06,1250,9,1691611,15759401728,1645631062,6444526846,8692790694,70937291,1684321,289274,1395047,7290
1e+06,1250,9,1690543,15737550837,1632490843,6446928001,8667731357,71094924,1683435,288372,1395063,7108
1e+06,1500,9,1690184,15899988263,1662342137,6462602274,8803167762,69717545,1684177,287905,1396272,6007
1e+06,1500,9,1689508,15867136439,1668509090,6423924141,8821325705,59570381,1683417,287103,1396314,6091
1e+06,1750,9,1689210,16198884712,1695571210,6441626782,9110724611,69260028,1684026,287109,1396917,5184
1e+06,1750,9,1689852,16189148778,1689567527,6457922530,9087186765,67606104,1684596,287697,1396899,5256
1e+06,2000,9,1689239,16504932814,1740276035,6449203727,9390924495,69011477,1684688,287629,1397059,4551
1e+06,2000,9,1690784,16522821981,1738239455,6484396972,9381286882,60992569,1686244,289203,1397041,4540
1e+06,10,10,1957963,9852887416,699227775,9585272079,61474445,115927822,1432927,400003,1032924,525036
1e+06,10,10,1949025,9853617460,716115102,9588641569,60654636,113151333,1423989,390920,1033069,525036
1e+06,50,10,1732853,18603644776,984367928,14254187894,4033721685,83408054,1600316,331147,1269169,132537
1e+06,50,10,1736589,18648618652,987796981,14312249360,4021645411,82418518,1599051,329952,1269099,137538
1e+06,100,10,1681737,21279961647,1033850117,14857816230,6099026689,78865441,1610449,293460,1316989,71288
1e+06,100,10,1684037,21410072648,1051370317,14917157423,6170147692,78662318,1610874,293844,1317030,73163
1e+06,250,10,1667792,23424061296,1330981744,15295401245,7664611138,75159714,1636628,289675,1346953,31164
1e+06,250,10,1667564,23353855624,1333344611,15303811320,7586059824,75132794,1636213,289299,1346914,31351
1e+06,500,10,1662572,24345604601,1432872760,15421218771,8408630427,71993487,1646502,290012,1356490,16070
1e+06,500,10,1662538,24201702212,1432315552,15340282171,8344651473,71533167,1645295,288757,1356538,17243
1e+06,750,10,1659734,24792189651,1514128059,15415866043,8821605869,71448892,1648427,288255,1360172,11307
1e+06,750,10,1660608,24872791540,1509309053,15560439466,8762437144,68759217,1649447,289276,1360171,11161
1e+06,1000,10,1659745,25261034586,1578774340,15493253556,9191479246,69273684,1650932,288465,1362467,8813
1e+06,1000,10,1659269,25201659091,1576095937,15501868204,9122449826,70559168,1650394,287976,1362418,8875
1e+06,1250,10,1658941,25595492956,1615129986,15415674129,9576718370,71978130,1651651,288359,1363292,7290
1e+06,1250,10,1657227,25433115782,1613579229,15434290766,9396633296,70687689,1650119,286846,1363273,7108
1e+06,1500,10,1658528,25960509212,1641214945,15533417099,9811819251,69679170,1652521,287861,1364660,6007
1e+06,1500,10,1658081,25820569294,1641969492,15434960103,9771563822,69336260,1651990,287388,1364602,6091
1e+06,1750,10,1658044,26179730325,1666386508,15392057573,10161708877,69169435,1652860,287529,1365331,5184
1e+06,1750,10,1658118,26141904493,1669987688,15437737706,10078934786,68425528,1652862,287530,1365332,5256
1e+06,2000,10,1656604,26411987780,1712563076,15456958119,10314355500,68870636,1652053,286456,1365597,4551
1e+06,2000,10,1658294,26489630756,1711959191,15425889923,10423963667,68866145,1653754,288157,1365597,4540
1e+06,10,11,1920185,20633037329,692798454,20394333299,45518093,115603283,1395149,359813,1035336,525036
1e+06,10,11,1913896,20632748003,692971846,20397311547,44270514,113337133,1388860,353616,1035244,525036
1e+06,50,11,1678907,63330787531,921968265,34286581723,28803333428,83402062,1546370,278109,1268261,132537
1e+06,50,11,1683183,63794154576,923337729,34281863212,29273304540,82632157,1545645,277297,1268348,137538
1e+06,100,11,1655652,70231279145,1042564879,35904658707,34003423233,79145713,1584364,276032,1308332,71288
1e+06,100,11,1657509,70562833431,1057427454,35878454095,34362241858,77884154,1584346,276024,1308322,73163
1e+06,250,11,1634355,135395606675,1275304014,37035297151,97970510451,74841568,1603191,265007,1338184,31164
1e+06,250,11,1633641,135127479899,1281794496,36924964738,97812139481,75156672,1602290,264135,1338155,31351
1e+06,500,11,1626867,136994974183,1438048820,37206348219,99336822573,62439500,1610797,261807,1348990,16070
1e+06,500,11,1628331,137590920623,1437258515,37274609375,99855654157,71521785,1611088,262181,1348907,17243
1e+06,750,11,1625226,137545085173,1469724291,37472688654,99601194063,69891550,1613919,260969,1352950,11307
1e+06,750,11,1623871,139238258048,1465650316,37567201025,101195945634,69239507,1612710,259681,1353029,11161
1e+06,1000,11,1623851,139624199147,1560199964,37467381226,101652439684,69567040,1615038,259941,1355097,8813
1e+06,1000,11,1623189,139992401423,1544651104,37397859386,102090536006,69951206,1614314,259170,1355144,8875
1e+06,1250,11,1623027,142112319261,1586008255,37504774154,104084973574,70470697,1615737,259725,1356012,7290
1e+06,1250,11,1621636,142049554438,1572584377,37259977416,104264666176,71739848,1614528,258488,1356040,7108
1e+06,1500,11,1621843,144160619189,1603736001,37527172255,106098945112,69535160,1615836,258668,1357168,6007
1e+06,1500,11,1622106,146099523015,1603871508,37444755747,108120602540,70000920,1616015,258815,1357200,6091
1e+06,1750,11,1622341,147920400271,1626687420,37575434143,109798184134,67993787,1617157,259357,1357800,5184
1e+06,1750,11,1621858,146963989205,1641120202,37507050379,108910534109,68059749,1616602,258803,1357799,5256
1e+06,2000,11,1622612,149397151217,1679185710,37668763910,111159865390,68850641,1618061,260115,1357946,4551
1e+06,2000,11,1621099,145899323224,1681521398,37438809734,107892487055,68683075,1616559,258632,1357927,4540
1e+06,10,12,1889234,41585467067,697957221,41371740103,32493091,115255632,1364198,293556,1070642,525036
1e+06,10,12,1885543,41986928467,694543354,41775488922,31934942,113379390,1360507,289883,1070624,525036
1e+06,50,12,1664403,108571261649,907882938,82815418244,25535286561,84966704,1531866,208597,1323269,132537
1e+06,50,12,1669172,108766798293,906269901,83284370383,25263208730,83313169,1531634,208445,1323189,137538
1e+06,100,12,1646086,123231195314,1055982558,87629876861,35287247557,72143039,1574798,213903,1360895,71288
1e+06,100,12,1647724,123945408569,1065627851,87199745414,36432297565,70753238,1574561,213691,1360870,73163
1e+06,250,12,1619934,208028095940,1270041585,90508138056,117150582445,75420679,1588770,196834,1391936,31164
1e+06,250,12,1620337,209704766739,1266849137,90763334636,118571692037,75247801,1588986,197087,1391899,31351
1e+06,500,12,1613188,213369426947,1434437551,91417309232,121506169806,72197203,1597118,194928,1402190,16070
1e+06,500,12,1614039,210866231605,1437095873,91163414275,119258019112,71410590,1596796,194613,1402183,17243
1e+06,750,12,1612046,217205589589,1472361831,91701831352,125046195683,69151809,1600739,194918,1405821,11307
1e+06,750,12,1610762,213326709656,1477859572,91192605343,121686392322,60350926,1599601,193810,1405791,11161
1e+06,1000,12,1610981,216152156712,1559434567,91678450599,123981324741,69339283,1602168,193869,1408299,8813
1e+06,1000,12,1610899,217595659639,1561977421,91771602750,125329515628,70288837,1602024,193755,1408269,8875
1e+06,1250,12,1611035,218102009763,1612704255,92692537471,124892018989,71124761,1603745,194562,1409183,7290
1e+06,1250,12,1610108,216892008413,1597614914,92092882685,124280448271,71100480,1603000,193829,1409171,7108
1e+06,1500,12,1610294,219492307397,1630785263,92478166244,126483414337,70023040,1604287,193887,1410400,6007
1e+06,1500,12,1609735,216360698618,1628462822,91979057715,123852166788,69585315,1603644,193279,1410365,6091
1e+06,1750,12,1609177,217849102867,1637578537,92115567099,125199313633,68927396,1603993,192903,1411090,5184
1e+06,1750,12,1609400,219659668213,1643190999,91841424526,127283914215,68182829,1604144,193077,1411067,5256
1e+06,2000,12,1608854,217344653834,1681656275,91807817642,124981556850,69331551,1604303,193013,1411290,4551
1e+06,2000,12,1609102,217493995062,1687423352,92044532239,124895524753,68570002,1604562,193242,1411320,4540
1e+06,10,13,1864340,80830767368,670437655,80644548532,21616242,107552321,1339304,265299,1074005,525036
1e+06,10,13,1861627,81016716323,669852224,80824310578,21247737,114001256,1336591,262693,1073898,525036
1e+06,50,13,1649420,228688335576,890650296,204658040139,23822680339,83068219,1516883,216894,1299989,132537
1e+06,50,13,1652816,228478263352,894089818,203492841306,24778140547,83555624,1515278,215241,1300037,137538
1e+06,100,13,1631375,627508693524,1079225798,216877159995,410315630857,78687273,1560087,227397,1332690,71288
